item_id,record_id_real,field,component
ITEM_0635,V25R098,exposure,unit
ITEM_0636,V25R028,closure,owner
ITEM_0637,V25R076,closure,scope
ITEM_0638,V25R038,closure,evidence_basis
ITEM_0639,V25R089,exposure,unit
ITEM_0640,V25R004,closure,scope
ITEM_0641,V25R045,follow_up,trace_coverage
ITEM_0642,V25R058,exposure,eligibility
ITEM_0643,V25R048,follow_up,owner
ITEM_0644,V25R084,follow_up,trace_coverage
ITEM_0645,V25R039,exposure,coverage
ITEM_0646,V25R061,exposure,coverage
ITEM_0647,V25R048,closure,evidence_basis
ITEM_0648,V25R011,closure,scope
ITEM_0649,V25R046,exposure,time_origin
ITEM_0650,V25R001,closure,date
ITEM_0651,V25R042,closure,evidence_basis
ITEM_0652,V25R031,closure,evidence_basis
ITEM_0653,V25R027,follow_up,exposure_qualified_observation
ITEM_0654,V25R068,closure,evidence_basis
ITEM_0655,V25R100,exposure,unit
ITEM_0656,V25R060,exposure,unit
ITEM_0657,V25R067,closure,date
ITEM_0658,V25R073,exposure,unit
ITEM_0659,V25R003,exposure,unit
ITEM_0660,V25R034,follow_up,trace_coverage
ITEM_0661,V25R073,follow_up,owner
ITEM_0662,V25R004,exposure,coverage
ITEM_0663,V25R038,exposure,time_origin
ITEM_0664,V25R094,exposure,time_origin
ITEM_0665,V25R014,closure,scope
ITEM_0666,V25R013,follow_up,exposure_qualified_observation
ITEM_0667,V25R041,closure,owner
ITEM_0668,V25R021,follow_up,trace_coverage
ITEM_0669,V25R063,exposure,unit
ITEM_0670,V25R050,follow_up,owner
ITEM_0671,V25R011,exposure,unit
ITEM_0672,V25R012,exposure,eligibility
ITEM_0673,V25R040,exposure,coverage
ITEM_0674,V25R077,closure,reopening_rule
ITEM_0675,V25R050,closure,uncertainty
ITEM_0676,V25R065,exposure,unit
ITEM_0677,V25R098,exposure,time_origin
ITEM_0678,V25R070,exposure,unit
ITEM_0679,V25R087,exposure,eligibility
ITEM_0680,V25R032,exposure,time_origin
ITEM_0681,V25R059,closure,date
ITEM_0682,V25R033,exposure,coverage
ITEM_0683,V25R051,exposure,unit
ITEM_0684,V25R011,closure,uncertainty
ITEM_0685,V25R064,follow_up,owner
ITEM_0686,V25R071,follow_up,calendar_interval
ITEM_0687,V25R036,follow_up,calendar_interval
ITEM_0688,V25R002,follow_up,trace_coverage
ITEM_0689,V25R034,exposure,coverage
ITEM_0690,V25R070,closure,reopening_rule
ITEM_0691,V25R071,follow_up,owner
ITEM_0692,V25R024,exposure,unit
ITEM_0693,V25R021,exposure,eligibility
ITEM_0694,V25R073,follow_up,trace_coverage
ITEM_0695,V25R030,exposure,coverage
ITEM_0696,V25R043,closure,owner
ITEM_0697,V25R066,closure,scope
ITEM_0698,V25R068,follow_up,exposure_qualified_observation
ITEM_0699,V25R095,follow_up,calendar_interval
ITEM_0700,V25R023,exposure,unit
ITEM_0701,V25R075,follow_up,trace_coverage
ITEM_0702,V25R080,exposure,eligibility
ITEM_0703,V25R036,exposure,coverage
ITEM_0704,V25R007,exposure,eligibility
ITEM_0705,V25R054,follow_up,exposure_qualified_observation
ITEM_0706,V25R090,closure,reopening_rule
ITEM_0707,V25R008,exposure,eligibility
ITEM_0708,V25R082,exposure,coverage
ITEM_0709,V25R082,follow_up,owner
ITEM_0710,V25R031,exposure,eligibility
ITEM_0711,V25R076,closure,date
ITEM_0712,V25R098,closure,owner
ITEM_0713,V25R090,exposure,coverage
ITEM_0714,V25R087,closure,uncertainty
ITEM_0715,V25R013,exposure,time_origin
ITEM_0716,V25R074,closure,date
ITEM_0717,V25R034,closure,reopening_rule
ITEM_0718,V25R022,follow_up,owner
ITEM_0719,V25R093,closure,date
ITEM_0720,V25R026,follow_up,exposure_qualified_observation
ITEM_0721,V25R077,closure,date
ITEM_0722,V25R033,closure,date
ITEM_0723,V25R084,closure,owner
ITEM_0724,V25R007,exposure,coverage
ITEM_0725,V25R044,exposure,time_origin
ITEM_0726,V25R086,closure,scope
ITEM_0727,V25R051,follow_up,owner
ITEM_0728,V25R098,closure,evidence_basis
ITEM_0729,V25R066,exposure,eligibility
ITEM_0730,V25R072,closure,evidence_basis
ITEM_0731,V25R057,closure,uncertainty
ITEM_0732,V25R033,closure,reopening_rule
ITEM_0733,V25R005,closure,owner
ITEM_0734,V25R060,exposure,time_origin
ITEM_0735,V25R003,closure,reopening_rule
ITEM_0736,V25R092,follow_up,exposure_qualified_observation
ITEM_0737,V25R095,exposure,unit
ITEM_0738,V25R081,closure,evidence_basis
ITEM_0739,V25R073,closure,evidence_basis
ITEM_0740,V25R063,closure,evidence_basis
ITEM_0741,V25R020,closure,uncertainty
ITEM_0742,V25R058,closure,reopening_rule
ITEM_0743,V25R028,follow_up,calendar_interval
ITEM_0744,V25R031,exposure,unit
ITEM_0745,V25R099,exposure,unit
ITEM_0746,V25R020,closure,scope
ITEM_0747,V25R040,closure,uncertainty
ITEM_0748,V25R024,exposure,eligibility
ITEM_0749,V25R010,follow_up,trace_coverage
ITEM_0750,V25R020,follow_up,exposure_qualified_observation
ITEM_0751,V25R069,follow_up,trace_coverage
ITEM_0752,V25R004,follow_up,trace_coverage
ITEM_0753,V25R015,follow_up,calendar_interval
ITEM_0754,V25R011,follow_up,exposure_qualified_observation
ITEM_0755,V25R005,closure,date
ITEM_0756,V25R088,follow_up,owner
ITEM_0757,V25R085,follow_up,calendar_interval
ITEM_0758,V25R049,exposure,unit
ITEM_0759,V25R052,follow_up,owner
ITEM_0760,V25R015,exposure,eligibility
ITEM_0761,V25R081,follow_up,trace_coverage
ITEM_0762,V25R032,closure,scope
ITEM_0763,V25R086,exposure,eligibility
ITEM_0764,V25R057,closure,date
ITEM_0765,V25R028,follow_up,exposure_qualified_observation
ITEM_0766,V25R067,follow_up,exposure_qualified_observation
ITEM_0767,V25R091,exposure,time_origin
ITEM_0768,V25R042,closure,scope
ITEM_0769,V25R061,closure,reopening_rule
ITEM_0770,V25R084,exposure,eligibility
ITEM_0771,V25R099,closure,owner
ITEM_0772,V25R084,exposure,unit
ITEM_0773,V25R085,closure,evidence_basis
ITEM_0774,V25R015,closure,uncertainty
ITEM_0775,V25R027,exposure,coverage
ITEM_0776,V25R041,follow_up,calendar_interval
ITEM_0777,V25R057,closure,reopening_rule
ITEM_0778,V25R008,follow_up,exposure_qualified_observation
ITEM_0779,V25R063,exposure,coverage
ITEM_0780,V25R039,follow_up,trace_coverage
ITEM_0781,V25R096,follow_up,exposure_qualified_observation
ITEM_0782,V25R052,follow_up,exposure_qualified_observation
ITEM_0783,V25R096,follow_up,calendar_interval
ITEM_0784,V25R089,closure,date
ITEM_0785,V25R100,closure,evidence_basis
ITEM_0786,V25R061,closure,date
ITEM_0787,V25R042,follow_up,trace_coverage
ITEM_0788,V25R072,closure,date
ITEM_0789,V25R099,follow_up,owner
ITEM_0790,V25R037,exposure,coverage
ITEM_0791,V25R068,follow_up,calendar_interval
ITEM_0792,V25R094,closure,uncertainty
ITEM_0793,V25R075,exposure,unit
ITEM_0794,V25R020,closure,owner
ITEM_0795,V25R066,follow_up,exposure_qualified_observation
ITEM_0796,V25R017,closure,evidence_basis
ITEM_0797,V25R046,exposure,coverage
ITEM_0798,V25R097,closure,date
ITEM_0799,V25R095,closure,scope
ITEM_0800,V25R012,follow_up,exposure_qualified_observation
ITEM_0801,V25R090,follow_up,owner
ITEM_0802,V25R003,follow_up,owner
ITEM_0803,V25R084,follow_up,calendar_interval
ITEM_0804,V25R018,closure,reopening_rule
ITEM_0805,V25R077,exposure,eligibility
ITEM_0806,V25R069,closure,evidence_basis
ITEM_0807,V25R002,closure,uncertainty
ITEM_0808,V25R079,follow_up,trace_coverage
ITEM_0809,V25R070,closure,uncertainty
ITEM_0810,V25R046,closure,uncertainty
ITEM_0811,V25R088,exposure,eligibility
ITEM_0812,V25R016,closure,evidence_basis
ITEM_0813,V25R047,follow_up,exposure_qualified_observation
ITEM_0814,V25R060,closure,scope
ITEM_0815,V25R086,exposure,coverage
ITEM_0816,V25R012,exposure,time_origin
ITEM_0817,V25R081,closure,scope
ITEM_0818,V25R092,follow_up,calendar_interval
ITEM_0819,V25R005,exposure,coverage
ITEM_0820,V25R067,closure,owner
ITEM_0821,V25R090,exposure,unit
ITEM_0822,V25R032,follow_up,exposure_qualified_observation
ITEM_0823,V25R088,closure,scope
ITEM_0824,V25R058,exposure,coverage
ITEM_0825,V25R069,closure,reopening_rule
ITEM_0826,V25R072,exposure,coverage
ITEM_0827,V25R079,follow_up,calendar_interval
ITEM_0828,V25R092,closure,reopening_rule
ITEM_0829,V25R055,exposure,coverage
ITEM_0830,V25R030,closure,scope
ITEM_0831,V25R008,closure,date
ITEM_0832,V25R052,exposure,unit
ITEM_0833,V25R084,closure,reopening_rule
ITEM_0834,V25R059,closure,reopening_rule
ITEM_0835,V25R022,closure,scope
ITEM_0836,V25R081,follow_up,exposure_qualified_observation
ITEM_0837,V25R068,exposure,unit
ITEM_0838,V25R090,follow_up,calendar_interval
ITEM_0839,V25R055,follow_up,trace_coverage
ITEM_0840,V25R052,follow_up,trace_coverage
ITEM_0841,V25R035,exposure,coverage
ITEM_0842,V25R060,closure,reopening_rule
ITEM_0843,V25R040,closure,date
ITEM_0844,V25R097,follow_up,calendar_interval
ITEM_0845,V25R024,closure,owner
ITEM_0846,V25R095,exposure,time_origin
ITEM_0847,V25R060,follow_up,calendar_interval
ITEM_0848,V25R009,follow_up,trace_coverage
ITEM_0849,V25R088,closure,owner
ITEM_0850,V25R095,follow_up,owner
ITEM_0851,V25R048,exposure,time_origin
ITEM_0852,V25R041,follow_up,trace_coverage
ITEM_0853,V25R018,closure,uncertainty
ITEM_0854,V25R024,exposure,coverage
ITEM_0855,V25R085,closure,scope
ITEM_0856,V25R087,closure,reopening_rule
ITEM_0857,V25R023,closure,date
ITEM_0858,V25R078,exposure,eligibility
ITEM_0859,V25R010,closure,reopening_rule
ITEM_0860,V25R093,closure,evidence_basis
ITEM_0861,V25R058,follow_up,calendar_interval
ITEM_0862,V25R044,exposure,unit
ITEM_0863,V25R021,follow_up,owner
ITEM_0864,V25R049,closure,reopening_rule
ITEM_0865,V25R055,closure,date
ITEM_0866,V25R069,follow_up,exposure_qualified_observation
ITEM_0867,V25R027,closure,owner
ITEM_0868,V25R036,follow_up,exposure_qualified_observation
ITEM_0869,V25R017,closure,date
ITEM_0870,V25R035,exposure,unit
ITEM_0871,V25R054,follow_up,trace_coverage
ITEM_0872,V25R008,exposure,time_origin
ITEM_0873,V25R037,closure,scope
ITEM_0874,V25R016,follow_up,exposure_qualified_observation
ITEM_0875,V25R042,follow_up,owner
ITEM_0876,V25R084,closure,evidence_basis
ITEM_0877,V25R012,follow_up,owner
ITEM_0878,V25R027,exposure,eligibility
ITEM_0879,V25R089,follow_up,trace_coverage
ITEM_0880,V25R044,exposure,eligibility
ITEM_0881,V25R091,closure,date
ITEM_0882,V25R047,closure,scope
ITEM_0883,V25R008,closure,owner
ITEM_0884,V25R051,closure,uncertainty
ITEM_0885,V25R002,exposure,time_origin
ITEM_0886,V25R020,exposure,time_origin
ITEM_0887,V25R088,follow_up,exposure_qualified_observation
ITEM_0888,V25R083,exposure,time_origin
ITEM_0889,V25R056,exposure,time_origin
ITEM_0890,V25R075,closure,owner
ITEM_0891,V25R072,closure,uncertainty
ITEM_0892,V25R046,follow_up,owner
ITEM_0893,V25R041,exposure,time_origin
ITEM_0894,V25R077,follow_up,calendar_interval
ITEM_0895,V25R083,closure,scope
ITEM_0896,V25R049,follow_up,exposure_qualified_observation
ITEM_0897,V25R054,closure,scope
ITEM_0898,V25R045,exposure,eligibility
ITEM_0899,V25R026,exposure,eligibility
ITEM_0900,V25R051,exposure,eligibility
ITEM_0901,V25R001,exposure,time_origin
ITEM_0902,V25R022,exposure,time_origin
ITEM_0903,V25R089,follow_up,owner
ITEM_0904,V25R024,closure,reopening_rule
ITEM_0905,V25R067,follow_up,calendar_interval
ITEM_0906,V25R032,exposure,unit
ITEM_0907,V25R032,exposure,eligibility
ITEM_0908,V25R031,closure,scope
ITEM_0909,V25R024,follow_up,trace_coverage
ITEM_0910,V25R011,exposure,coverage
ITEM_0911,V25R006,exposure,time_origin
ITEM_0912,V25R088,closure,reopening_rule
ITEM_0913,V25R086,exposure,unit
ITEM_0914,V25R024,closure,date
ITEM_0915,V25R058,closure,evidence_basis
ITEM_0916,V25R009,closure,reopening_rule
ITEM_0917,V25R095,closure,reopening_rule
ITEM_0918,V25R093,closure,scope
ITEM_0919,V25R009,closure,date
ITEM_0920,V25R082,closure,owner
ITEM_0921,V25R083,closure,evidence_basis
ITEM_0922,V25R087,exposure,coverage
ITEM_0923,V25R075,closure,uncertainty
ITEM_0924,V25R021,closure,reopening_rule
ITEM_0925,V25R091,closure,uncertainty
ITEM_0926,V25R090,closure,scope
ITEM_0927,V25R047,follow_up,owner
ITEM_0928,V25R038,closure,owner
ITEM_0929,V25R037,closure,uncertainty
ITEM_0930,V25R056,follow_up,calendar_interval
ITEM_0931,V25R010,closure,owner
ITEM_0932,V25R074,exposure,coverage
ITEM_0933,V25R042,follow_up,calendar_interval
ITEM_0934,V25R023,exposure,time_origin
ITEM_0935,V25R028,exposure,eligibility
ITEM_0936,V25R058,exposure,time_origin
ITEM_0937,V25R100,closure,date
ITEM_0938,V25R058,closure,owner
ITEM_0939,V25R090,exposure,eligibility
ITEM_0940,V25R070,closure,owner
ITEM_0941,V25R044,closure,scope
ITEM_0942,V25R096,follow_up,trace_coverage
ITEM_0943,V25R022,follow_up,trace_coverage
ITEM_0944,V25R014,exposure,eligibility
ITEM_0945,V25R100,exposure,coverage
ITEM_0946,V25R053,exposure,eligibility
ITEM_0947,V25R048,closure,reopening_rule
ITEM_0948,V25R034,exposure,time_origin
ITEM_0949,V25R050,exposure,eligibility
ITEM_0950,V25R028,exposure,unit
ITEM_0951,V25R060,exposure,eligibility
ITEM_0952,V25R025,follow_up,owner
ITEM_0953,V25R038,exposure,eligibility
ITEM_0954,V25R037,follow_up,owner
ITEM_0955,V25R065,follow_up,exposure_qualified_observation
ITEM_0956,V25R018,follow_up,exposure_qualified_observation
ITEM_0957,V25R094,closure,evidence_basis
ITEM_0958,V25R002,follow_up,owner
ITEM_0959,V25R022,follow_up,calendar_interval
ITEM_0960,V25R022,closure,evidence_basis
ITEM_0961,V25R013,follow_up,trace_coverage
ITEM_0962,V25R081,closure,date
ITEM_0963,V25R081,exposure,eligibility
ITEM_0964,V25R063,follow_up,calendar_interval
ITEM_0965,V25R035,closure,scope
ITEM_0966,V25R079,closure,date
ITEM_0967,V25R044,follow_up,exposure_qualified_observation
ITEM_0968,V25R042,follow_up,exposure_qualified_observation
ITEM_0969,V25R009,exposure,unit
ITEM_0970,V25R028,exposure,coverage
ITEM_0971,V25R028,follow_up,trace_coverage
ITEM_0972,V25R067,exposure,time_origin
ITEM_0973,V25R063,closure,date
ITEM_0974,V25R065,closure,uncertainty
ITEM_0975,V25R056,closure,owner
ITEM_0976,V25R071,follow_up,trace_coverage
ITEM_0977,V25R049,follow_up,calendar_interval
ITEM_0978,V25R030,closure,reopening_rule
ITEM_0979,V25R062,closure,uncertainty
ITEM_0980,V25R026,closure,evidence_basis
ITEM_0981,V25R048,closure,scope
ITEM_0982,V25R097,follow_up,owner
ITEM_0983,V25R089,exposure,time_origin
ITEM_0984,V25R078,closure,uncertainty
ITEM_0985,V25R061,follow_up,trace_coverage
ITEM_0986,V25R050,exposure,time_origin
ITEM_0987,V25R022,closure,uncertainty
ITEM_0988,V25R092,closure,uncertainty
ITEM_0989,V25R035,follow_up,trace_coverage
ITEM_0990,V25R036,follow_up,owner
ITEM_0991,V25R013,follow_up,owner
ITEM_0992,V25R030,closure,owner
ITEM_0993,V25R057,exposure,time_origin
ITEM_0994,V25R079,closure,uncertainty
ITEM_0995,V25R071,exposure,unit
ITEM_0996,V25R013,exposure,unit
ITEM_0997,V25R006,exposure,unit
ITEM_0998,V25R091,follow_up,trace_coverage
ITEM_0999,V25R059,closure,uncertainty
ITEM_1000,V25R064,closure,date
ITEM_1001,V25R089,follow_up,calendar_interval
ITEM_1002,V25R055,follow_up,owner
ITEM_1003,V25R078,exposure,unit
ITEM_1004,V25R073,closure,reopening_rule
ITEM_1005,V25R023,closure,owner
ITEM_1006,V25R023,follow_up,calendar_interval
ITEM_1007,V25R079,closure,scope
ITEM_1008,V25R061,closure,uncertainty
ITEM_1009,V25R016,exposure,unit
ITEM_1010,V25R095,follow_up,exposure_qualified_observation
ITEM_1011,V25R012,closure,uncertainty
ITEM_1012,V25R013,exposure,coverage
ITEM_1013,V25R059,follow_up,exposure_qualified_observation
ITEM_1014,V25R099,closure,reopening_rule
ITEM_1015,V25R060,follow_up,exposure_qualified_observation
ITEM_1016,V25R061,closure,owner
ITEM_1017,V25R054,exposure,eligibility
ITEM_1018,V25R038,follow_up,owner
ITEM_1019,V25R019,exposure,unit
ITEM_1020,V25R033,closure,evidence_basis
ITEM_1021,V25R006,follow_up,calendar_interval
ITEM_1022,V25R010,closure,date
ITEM_1023,V25R038,closure,scope
ITEM_1024,V25R049,closure,scope
ITEM_1025,V25R077,exposure,time_origin
ITEM_1026,V25R099,exposure,coverage
ITEM_1027,V25R068,follow_up,trace_coverage
ITEM_1028,V25R044,follow_up,owner
ITEM_1029,V25R099,follow_up,exposure_qualified_observation
ITEM_1030,V25R057,exposure,coverage
ITEM_1031,V25R065,exposure,eligibility
ITEM_1032,V25R031,follow_up,exposure_qualified_observation
ITEM_1033,V25R049,follow_up,owner
ITEM_1034,V25R087,closure,owner
ITEM_1035,V25R068,exposure,coverage
ITEM_1036,V25R008,follow_up,calendar_interval
ITEM_1037,V25R025,closure,reopening_rule
ITEM_1038,V25R093,exposure,coverage
ITEM_1039,V25R097,follow_up,exposure_qualified_observation
ITEM_1040,V25R010,exposure,time_origin
ITEM_1041,V25R083,exposure,unit
ITEM_1042,V25R059,exposure,eligibility
ITEM_1043,V25R091,follow_up,calendar_interval
ITEM_1044,V25R094,exposure,unit
ITEM_1045,V25R013,closure,owner
ITEM_1046,V25R077,follow_up,trace_coverage
ITEM_1047,V25R017,closure,uncertainty
ITEM_1048,V25R021,closure,uncertainty
ITEM_1049,V25R079,exposure,coverage
ITEM_1050,V25R098,exposure,eligibility
ITEM_1051,V25R057,closure,scope
ITEM_1052,V25R001,closure,uncertainty
ITEM_1053,V25R046,follow_up,calendar_interval
ITEM_1054,V25R082,follow_up,trace_coverage
ITEM_1055,V25R042,closure,date
ITEM_1056,V25R032,follow_up,calendar_interval
ITEM_1057,V25R070,closure,evidence_basis
ITEM_1058,V25R053,closure,scope
ITEM_1059,V25R096,exposure,time_origin
ITEM_1060,V25R033,exposure,unit
ITEM_1061,V25R051,follow_up,exposure_qualified_observation
ITEM_1062,V25R080,closure,scope
ITEM_1063,V25R053,follow_up,trace_coverage
ITEM_1064,V25R074,closure,owner
ITEM_1065,V25R059,closure,owner
ITEM_1066,V25R043,exposure,eligibility
ITEM_1067,V25R079,closure,reopening_rule
ITEM_1068,V25R071,closure,evidence_basis
ITEM_1069,V25R036,exposure,time_origin
ITEM_1070,V25R089,exposure,coverage
ITEM_1071,V25R001,follow_up,calendar_interval
ITEM_1072,V25R095,exposure,coverage
ITEM_1073,V25R031,closure,date
ITEM_1074,V25R085,exposure,time_origin
ITEM_1075,V25R029,closure,uncertainty
ITEM_1076,V25R059,closure,evidence_basis
ITEM_1077,V25R038,follow_up,exposure_qualified_observation
ITEM_1078,V25R082,follow_up,calendar_interval
ITEM_1079,V25R098,follow_up,calendar_interval
ITEM_1080,V25R071,exposure,coverage
ITEM_1081,V25R091,exposure,eligibility
ITEM_1082,V25R072,follow_up,owner
ITEM_1083,V25R091,follow_up,owner
ITEM_1084,V25R025,exposure,unit
ITEM_1085,V25R095,exposure,eligibility
ITEM_1086,V25R025,closure,date
ITEM_1087,V25R043,exposure,time_origin
ITEM_1088,V25R100,closure,reopening_rule
ITEM_1089,V25R047,exposure,eligibility
ITEM_1090,V25R043,closure,reopening_rule
ITEM_1091,V25R022,closure,owner
ITEM_1092,V25R005,follow_up,exposure_qualified_observation
ITEM_1093,V25R019,closure,date
ITEM_1094,V25R050,follow_up,trace_coverage
ITEM_1095,V25R030,exposure,unit
ITEM_1096,V25R047,closure,reopening_rule
ITEM_1097,V25R057,follow_up,exposure_qualified_observation
ITEM_1098,V25R023,closure,evidence_basis
ITEM_1099,V25R008,follow_up,trace_coverage
ITEM_1100,V25R073,closure,scope
ITEM_1101,V25R035,closure,reopening_rule
ITEM_1102,V25R049,closure,owner
ITEM_1103,V25R094,closure,scope
ITEM_1104,V25R088,closure,evidence_basis
ITEM_1105,V25R051,closure,reopening_rule
ITEM_1106,V25R002,closure,date
ITEM_1107,V25R011,closure,owner
ITEM_1108,V25R070,follow_up,calendar_interval
ITEM_1109,V25R010,exposure,coverage
ITEM_1110,V25R081,closure,owner
ITEM_1111,V25R053,closure,date
ITEM_1112,V25R045,exposure,unit
ITEM_1113,V25R064,closure,evidence_basis
ITEM_1114,V25R063,closure,scope
ITEM_1115,V25R009,closure,evidence_basis
ITEM_1116,V25R063,exposure,eligibility
ITEM_1117,V25R022,closure,date
ITEM_1118,V25R006,closure,reopening_rule
ITEM_1119,V25R027,follow_up,owner
ITEM_1120,V25R066,closure,reopening_rule
ITEM_1121,V25R039,closure,reopening_rule
ITEM_1122,V25R007,follow_up,owner
ITEM_1123,V25R012,exposure,coverage
ITEM_1124,V25R026,closure,date
ITEM_1125,V25R088,follow_up,calendar_interval
ITEM_1126,V25R033,closure,uncertainty
ITEM_1127,V25R017,closure,reopening_rule
ITEM_1128,V25R042,exposure,time_origin
ITEM_1129,V25R065,closure,reopening_rule
ITEM_1130,V25R035,exposure,eligibility
ITEM_1131,V25R013,closure,scope
ITEM_1132,V25R069,closure,uncertainty
ITEM_1133,V25R086,closure,uncertainty
ITEM_1134,V25R093,closure,uncertainty
ITEM_1135,V25R038,closure,date
ITEM_1136,V25R093,closure,reopening_rule
ITEM_1137,V25R011,closure,reopening_rule
ITEM_1138,V25R008,follow_up,owner
ITEM_1139,V25R048,follow_up,exposure_qualified_observation
ITEM_1140,V25R075,closure,scope
ITEM_1141,V25R054,follow_up,calendar_interval
ITEM_1142,V25R060,exposure,coverage
ITEM_1143,V25R004,exposure,eligibility
ITEM_1144,V25R029,exposure,time_origin
ITEM_1145,V25R034,exposure,eligibility
ITEM_1146,V25R028,closure,scope
ITEM_1147,V25R014,exposure,coverage
ITEM_1148,V25R046,follow_up,trace_coverage
ITEM_1149,V25R094,exposure,eligibility
ITEM_1150,V25R057,follow_up,calendar_interval
ITEM_1151,V25R073,follow_up,exposure_qualified_observation
ITEM_1152,V25R074,follow_up,owner
ITEM_1153,V25R023,closure,uncertainty
ITEM_1154,V25R093,closure,owner
ITEM_1155,V25R076,closure,owner
ITEM_1156,V25R026,closure,owner
ITEM_1157,V25R072,exposure,eligibility
ITEM_1158,V25R060,closure,uncertainty
ITEM_1159,V25R080,follow_up,exposure_qualified_observation
ITEM_1160,V25R097,exposure,time_origin
ITEM_1161,V25R074,exposure,unit
ITEM_1162,V25R025,closure,uncertainty
ITEM_1163,V25R020,exposure,eligibility
ITEM_1164,V25R063,follow_up,trace_coverage
ITEM_1165,V25R015,closure,reopening_rule
ITEM_1166,V25R003,exposure,time_origin
ITEM_1167,V25R097,closure,scope
ITEM_1168,V25R077,closure,owner
ITEM_1169,V25R016,exposure,eligibility
ITEM_1170,V25R012,follow_up,calendar_interval
ITEM_1171,V25R076,follow_up,trace_coverage
ITEM_1172,V25R024,follow_up,owner
ITEM_1173,V25R097,exposure,eligibility
ITEM_1174,V25R046,closure,owner
ITEM_1175,V25R004,follow_up,exposure_qualified_observation
ITEM_1176,V25R057,closure,owner
ITEM_1177,V25R072,exposure,time_origin
ITEM_1178,V25R050,closure,date
ITEM_1179,V25R090,closure,evidence_basis
ITEM_1180,V25R007,follow_up,calendar_interval
ITEM_1181,V25R067,closure,reopening_rule
ITEM_1182,V25R044,closure,owner
ITEM_1183,V25R078,follow_up,calendar_interval
ITEM_1184,V25R001,follow_up,trace_coverage
ITEM_1185,V25R060,follow_up,trace_coverage
ITEM_1186,V25R018,exposure,eligibility
ITEM_1187,V25R079,exposure,eligibility
ITEM_1188,V25R012,follow_up,trace_coverage
ITEM_1189,V25R079,closure,evidence_basis
ITEM_1190,V25R035,closure,uncertainty
ITEM_1191,V25R031,closure,reopening_rule
ITEM_1192,V25R029,exposure,unit
ITEM_1193,V25R068,closure,scope
ITEM_1194,V25R050,follow_up,exposure_qualified_observation
ITEM_1195,V25R062,exposure,time_origin
ITEM_1196,V25R054,closure,evidence_basis
ITEM_1197,V25R090,closure,date
ITEM_1198,V25R086,follow_up,owner
ITEM_1199,V25R015,closure,owner
ITEM_1200,V25R033,closure,owner
ITEM_1201,V25R049,follow_up,trace_coverage
ITEM_1202,V25R047,closure,date
ITEM_1203,V25R092,closure,scope
ITEM_1204,V25R036,exposure,unit
ITEM_1205,V25R064,closure,uncertainty
ITEM_1206,V25R011,exposure,eligibility
ITEM_1207,V25R034,exposure,unit
ITEM_1208,V25R088,closure,date
ITEM_1209,V25R080,closure,date
ITEM_1210,V25R062,exposure,unit
ITEM_1211,V25R070,follow_up,exposure_qualified_observation
ITEM_1212,V25R028,closure,uncertainty
ITEM_1213,V25R053,closure,owner
ITEM_1214,V25R034,closure,uncertainty
ITEM_1215,V25R030,follow_up,calendar_interval
ITEM_1216,V25R097,closure,uncertainty
ITEM_1217,V25R010,exposure,unit
ITEM_1218,V25R098,exposure,coverage
ITEM_1219,V25R042,exposure,eligibility
ITEM_1220,V25R061,follow_up,owner
ITEM_1221,V25R056,closure,scope
ITEM_1222,V25R047,closure,owner
ITEM_1223,V25R086,follow_up,exposure_qualified_observation
ITEM_1224,V25R015,closure,evidence_basis
ITEM_1225,V25R029,exposure,eligibility
ITEM_1226,V25R084,closure,date
ITEM_1227,V25R021,follow_up,exposure_qualified_observation
ITEM_1228,V25R095,closure,uncertainty
ITEM_1229,V25R085,exposure,eligibility
ITEM_1230,V25R003,closure,scope
ITEM_1231,V25R003,exposure,eligibility
ITEM_1232,V25R025,closure,scope
ITEM_1233,V25R047,follow_up,calendar_interval
ITEM_1234,V25R060,closure,date
ITEM_1235,V25R045,follow_up,exposure_qualified_observation
ITEM_1236,V25R043,exposure,unit
ITEM_1237,V25R083,closure,date
ITEM_1238,V25R064,exposure,time_origin
ITEM_1239,V25R038,exposure,coverage
ITEM_1240,V25R013,follow_up,calendar_interval
ITEM_1241,V25R088,exposure,unit
ITEM_1242,V25R084,follow_up,owner
ITEM_1243,V25R072,closure,scope
ITEM_1244,V25R023,closure,reopening_rule
ITEM_1245,V25R014,closure,evidence_basis
ITEM_1246,V25R023,follow_up,trace_coverage
ITEM_1247,V25R098,follow_up,exposure_qualified_observation
ITEM_1248,V25R019,exposure,eligibility
ITEM_1249,V25R050,closure,scope
ITEM_1250,V25R100,follow_up,calendar_interval
ITEM_1251,V25R035,closure,evidence_basis
ITEM_1252,V25R048,exposure,coverage
ITEM_1253,V25R057,follow_up,trace_coverage
ITEM_1254,V25R009,exposure,time_origin
ITEM_1255,V25R066,closure,uncertainty
ITEM_1256,V25R025,exposure,time_origin
ITEM_1257,V25R073,exposure,time_origin
ITEM_1258,V25R053,closure,evidence_basis
ITEM_1259,V25R057,follow_up,owner
ITEM_1260,V25R064,exposure,coverage
ITEM_1261,V25R064,follow_up,trace_coverage
ITEM_1262,V25R067,exposure,eligibility
ITEM_1263,V25R016,closure,owner
ITEM_1264,V25R056,follow_up,owner
ITEM_1265,V25R072,follow_up,trace_coverage
ITEM_1266,V25R052,exposure,coverage
ITEM_1267,V25R002,closure,scope
