record_id,case_id,legacy_case_id,incident_cluster_id,title,field,field_label,applicability,v2_state,v3_primary_state,v3_boundary_inclusive_state,new_state,primary_supported_components,boundary_inclusive_supported_components,boundary_components,primary_component_count,boundary_inclusive_component_count,source_url,source_locator,source_snapshot,source_hash,url_status,source_relationship,source_provenance_status,v3_analysis_note,v4_primary_state,v4_boundary_state,v4_minimal_core_state,v4_state_rule,v4_analysis_note,legacy_v4_primary_state,legacy_v4_boundary_state,v5_primary_state,v5_boundary_state,v5_primary_state_label,v5_boundary_state_label,v5_state_definition,v5_review_method,inherited_incident_cluster_id,canonical_cluster_id,v6_primary_state,v6_boundary_state,v6_state_definition,non_recovery_cause_status
V25R021,AIID21,AIID21,CL021,Collection of Robotic Surgery Malfunctions,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'time_origin']","['unit', 'time_origin']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,5,CL021,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R021,AIID21,AIID21,CL021,Collection of Robotic Surgery Malfunctions,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,5,CL021,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R021,AIID21,AIID21,CL021,Collection of Robotic Surgery Malfunctions,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,5,CL021,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R022,AIID22,AIID22,CL022,Arkansas's Opaque Algorithm to Allocate Health Care Excessively Cut Down Hours for Beneficiaries,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,110,CL022,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R022,AIID22,AIID22,CL022,Arkansas's Opaque Algorithm to Allocate Health Care Excessively Cut Down Hours for Beneficiaries,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,110,CL022,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R022,AIID22,AIID22,CL022,Arkansas's Opaque Algorithm to Allocate Health Care Excessively Cut Down Hours for Beneficiaries,closure,Closure basis,applicable,partial,partial,partial,partial,"['scope', 'evidence_basis', 'owner']","['scope', 'evidence_basis', 'owner']",[],3,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,110,CL022,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R023,AIID23,AIID23,CL023,"Facebook ""News Feed"" Allegedly Boosted Misinformation and Violating Content Following Use of MSI Metric",exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,164,CL023,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R023,AIID23,AIID23,CL023,"Facebook ""News Feed"" Allegedly Boosted Misinformation and Violating Content Following Use of MSI Metric",follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,164,CL023,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R023,AIID23,AIID23,CL023,"Facebook ""News Feed"" Allegedly Boosted Misinformation and Violating Content Following Use of MSI Metric",closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,164,CL023,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R024,AIID24,AIID24,CL024,Warehouse robot ruptures can of bear spray and injures workers,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,['unit'],['unit'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2,CL024,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R024,AIID24,AIID24,CL024,Warehouse robot ruptures can of bear spray and injures workers,follow_up,Follow-up window,applicable,partial,partial,partial,partial,"['calendar_interval', 'exposure_qualified_observation']","['calendar_interval', 'exposure_qualified_observation']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2,CL024,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R024,AIID24,AIID24,CL024,Warehouse robot ruptures can of bear spray and injures workers,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2,CL024,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R025,AIID25,AIID25,CL025,Length of Stay False Diagnosis Cut Off Insurer's Payment for Treatment of Elderly Woman,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,501,CL025,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R025,AIID25,AIID25,CL025,Length of Stay False Diagnosis Cut Off Insurer's Payment for Treatment of Elderly Woman,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,501,CL025,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R025,AIID25,AIID25,CL025,Length of Stay False Diagnosis Cut Off Insurer's Payment for Treatment of Elderly Woman,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,501,CL025,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R026,AIID26,AIID26,CL026,Virginia Courts’ Algorithmic Recidivism Risk Assessment Failed to Lower Incarceration Rates,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'eligibility']","['unit', 'eligibility']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,274,CL026,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R026,AIID26,AIID26,CL026,Virginia Courts’ Algorithmic Recidivism Risk Assessment Failed to Lower Incarceration Rates,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,274,CL026,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R026,AIID26,AIID26,CL026,Virginia Courts’ Algorithmic Recidivism Risk Assessment Failed to Lower Incarceration Rates,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,274,CL026,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R027,AIID27,AIID27,CL027,Unverified Misreading by Automated Plate Reader Led to Traffic Stop and Restraint of an Innocent Person at Gunpoint in California,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,['unit'],['unit'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,245,CL027,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R027,AIID27,AIID27,CL027,Unverified Misreading by Automated Plate Reader Led to Traffic Stop and Restraint of an Innocent Person at Gunpoint in California,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,245,CL027,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R027,AIID27,AIID27,CL027,Unverified Misreading by Automated Plate Reader Led to Traffic Stop and Restraint of an Innocent Person at Gunpoint in California,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,245,CL027,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R028,AIID28,AIID28,CL028,Police Reportedly Deployed ShotSpotter Sensors Disproportionately in Neighborhoods of Color,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'eligibility', 'coverage']","['unit', 'eligibility', 'coverage']",[],3,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,257,CL028,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R028,AIID28,AIID28,CL028,Police Reportedly Deployed ShotSpotter Sensors Disproportionately in Neighborhoods of Color,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,257,CL028,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R028,AIID28,AIID28,CL028,Police Reportedly Deployed ShotSpotter Sensors Disproportionately in Neighborhoods of Color,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,257,CL028,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R029,AIID29,AIID29,CL029,Chicago Police's Strategic Subject List Reportedly Biased Along Racial Lines,exposure,Exposure opportunity framework,applicable,present,present,present,present,"['unit', 'eligibility', 'time_origin', 'coverage']","['unit', 'eligibility', 'time_origin', 'coverage']",[],4,4,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,present,present,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,present,present,complete_support,complete_support,Complete support,Complete support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,433,CL029,complete_support,complete_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R029,AIID29,AIID29,CL029,Chicago Police's Strategic Subject List Reportedly Biased Along Racial Lines,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,433,CL029,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R029,AIID29,AIID29,CL029,Chicago Police's Strategic Subject List Reportedly Biased Along Racial Lines,closure,Closure basis,applicable,partial,partial,partial,partial,"['scope', 'evidence_basis']","['scope', 'evidence_basis']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,433,CL029,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R030,AIID30,AIID30,CL030,Police Departments Reported ShotSpotter as Unreliable and Wasteful,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,112,CL030,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R030,AIID30,AIID30,CL030,Police Departments Reported ShotSpotter as Unreliable and Wasteful,follow_up,Follow-up window,applicable,partial,partial,partial,partial,['trace_coverage'],['trace_coverage'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,112,CL030,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R030,AIID30,AIID30,CL030,Police Departments Reported ShotSpotter as Unreliable and Wasteful,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,112,CL030,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R031,AIID31,AIID31,CL031,Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,316,CL031,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R031,AIID31,AIID31,CL031,Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,316,CL031,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R031,AIID31,AIID31,CL031,Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,316,CL031,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R032,AIID32,AIID32,CL032,Security Robot Rolls Over Child in Mall,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,51,CL032,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R032,AIID32,AIID32,CL032,Security Robot Rolls Over Child in Mall,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,51,CL032,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R032,AIID32,AIID32,CL032,Security Robot Rolls Over Child in Mall,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,51,CL032,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R033,AIID33,AIID33,CL033,BBC Reporter's Twin Brother Cracked HSBC's Voice ID Authentication,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,428,CL033,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
