record_id,case_id,legacy_case_id,incident_cluster_id,cluster_row_count,cluster_relation_basis,title,historical_selection_cohort,source_stratum,source_type,selection_reason,source_relationship,source_provenance_status,source_url,source_snapshot,source_hash,source_date,source_access_date,url_check_access_date,url_check_status,exposure_recoverability_state,follow_up_recoverability_state,closure_recoverability_state,inherited_incident_cluster_id,canonical_cluster_id
V25R051,OECD01,OECD01,CL051,1,inherited incident_cluster_id; full relation basis not recoverable,"San Francisco Robotaxi Backlash: AI Vehicles Face Public Protest, Vandalism, and Safety Concerns - OECD.AI",inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-051,v16_table_row_canonical_hash,c7ac899eff9c3053d3b88ee3e89808c5acac6dcc0ac81e61aa2a80e1a71641ea,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD01,CL051
V25R052,OECD02,OECD02,CL052,1,inherited incident_cluster_id; full relation basis not recoverable,WHO Warns of AI Risks in Healthcare Amid Regulatory Gaps in Europe - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,regulatory_or_official,inherited_snapshot_rechecked,SRC-052,v16_table_row_canonical_hash,fad2a71b1443660d3ad782dc127d96f9a8a138a2600b29fc2b5168e9fb88908e,unknown,2026-08-15,2026-08-28,HTTP_200,unclear,unclear,unclear,OECD02,CL052
V25R053,OECD03,OECD03,CL053,1,inherited incident_cluster_id; full relation basis not recoverable,Waymo Autonomous Taxi Disrupts London Crime Scene During Testing - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-053,v16_table_row_canonical_hash,0c8909eb3d87abcbf7c8d408c10d8804c69d9e031920b12321683f11fbea49d7,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD03,CL053
V25R054,OECD04,OECD04,CL054,1,inherited incident_cluster_id; full relation basis not recoverable,AI Genetic Risk Prediction Raises Privacy and Healthcare Access Concerns - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-054,v16_table_row_canonical_hash,f22a69553e744ea306147e3fc832b68e58496faf6e6d3025c04d29b64876029f,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD04,CL054
V25R055,OECD05,OECD05,CL055,1,inherited incident_cluster_id; full relation basis not recoverable,Retailers Secretly Use Facial Recognition AI to Track Shoppers Without Consent - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-055,v16_table_row_canonical_hash,757b4fe8f6fa23fb74585c37a8e40b7da6567b889faa1d1126adef5da13994ce,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD05,CL055
V25R056,OECD06,OECD06,CL056,1,inherited incident_cluster_id; full relation basis not recoverable,Automakers Advance 'Eyes-Off' AI Driving Amid Safety and Liability Concerns - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-056,v16_table_row_canonical_hash,ee064037aca8741bd66765daacf4b3b2fd563f2ffc6696b8b9bf9080c939beb1,unknown,2026-08-15,2026-08-28,HTTP_200,unclear,unclear,unclear,OECD06,CL056
V25R057,OECD07,OECD07,CL057,1,inherited incident_cluster_id; full relation basis not recoverable,Study Reveals AI Bias in Healthcare Treatment Recommendations - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-057,v16_table_row_canonical_hash,990819d1a9b9df1817b11dae5f037a237271e3d243ea6605492052fa4fb243c4,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD07,CL057
V25R058,OECD08,OECD08,CL058,1,inherited incident_cluster_id; full relation basis not recoverable,ICE Deploys AI-Powered Facial Recognition App for Field Identification - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-058,v16_table_row_canonical_hash,807c674489b65716cc25c7c284e26971acfbcf7e98447c8b93282885ea90dce4,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD08,CL058
V25R059,OECD09,OECD09,CL059,1,inherited incident_cluster_id; full relation basis not recoverable,Scientists Warn AI in Healthcare May Worsen Ethnic Minority Inequalities - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-059,v16_table_row_canonical_hash,f5ecf8feea83e8b41fada8d3eb729e97b3a840dd1bd53a08d800dbdb1d097d1e,unknown,2026-08-15,2026-08-28,HTTP_200,unclear,unclear,unclear,OECD09,CL059
V25R060,OECD10,OECD10,CL060,1,inherited incident_cluster_id; full relation basis not recoverable,AI-Generated Medical Information Risks Inaccuracy in Patient Care - OECD.AI,inherited_v21_v16_baseline,OECD AIM,inherited_v16_record,retained from v21/v16 baseline to preserve the historical 60-case comparison,registry_derived,inherited_snapshot_rechecked,SRC-060,v16_table_row_canonical_hash,61ec9c904026ebf8c7abf135fc5bc5e186204adc611c79ca1a25a5d71a781017,unknown,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,OECD10,CL060
V25R061,AIID001,AIID001,CL041,2,inherited incident_cluster_id; full relation basis not recoverable,Google’s YouTube Kids App Presents Inappropriate Content,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-061,aiid_backup_20260720/incidents.csv + reports.csv,465e2403a725ea96a892f32004b935fbb7d88f667a6ddc89c16b3d18d8ab8b8a,2015-05-19,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,1,CL041
V25R062,AIID003,AIID003,CL042,2,inherited incident_cluster_id; full relation basis not recoverable,Crashes with Maneuvering Characteristics Augmentation System (MCAS),additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-062,aiid_backup_20260720/incidents.csv + reports.csv,42ab9da2212c6fa8828b96ced20b063bbf238c8d4232aaba627e4dcea0c7d403,2018-10-27,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,3,CL042
V25R063,AIID004,AIID004,CL043,2,inherited incident_cluster_id; full relation basis not recoverable,Uber AV Killed Pedestrian in Arizona,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-063,aiid_backup_20260720/incidents.csv + reports.csv,45fe7cb0964597ba6da121f23f272960cf165217a14f051b679d8a13e68ba3ad,2018-03-18,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,4,CL043
V25R064,AIID006,AIID006,CL044,2,inherited incident_cluster_id; full relation basis not recoverable,"Microsoft's TayBot Allegedly Posts Racist, Sexist, and Anti-Semitic Content to Twitter",additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-064,aiid_backup_20260720/incidents.csv + reports.csv,28f8c7ced8c4c96ec402c78dd819db1bf20bd57fc99700b7f09b7df021836302,2016-03-24,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,partial_support,6,CL044
V25R065,AIID007,AIID007,CL061,1,inherited incident_cluster_id; full relation basis not recoverable,Wikipedia Vandalism Prevention Bot Loop,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-065,aiid_backup_20260720/incidents.csv + reports.csv,3ffb3e482f2168da581816d187b3e8a483f6c3a9fb49421c8dc05a3edf86b520,2017-02-24,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,not_recovered,7,CL061
V25R066,AIID009,AIID009,CL045,2,inherited incident_cluster_id; full relation basis not recoverable,New York City Reportedly Released Disputed Value-Added Teacher Ratings for Thousands of Teachers,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-066,aiid_backup_20260720/incidents.csv + reports.csv,362c8a31dcc1d19777e0109887c5b790fb9d641b288625e8379fbefbc8ce8ddf,2012-02-25,2026-08-15,2026-08-28,HTTP_200,complete_support,partial_support,not_recovered,9,CL045
V25R067,AIID010,AIID010,CL062,1,inherited incident_cluster_id; full relation basis not recoverable,Kronos Scheduling Algorithm Allegedly Caused Financial Issues for Starbucks Employees,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-067,aiid_backup_20260720/incidents.csv + reports.csv,17832d82399f71ec422150344d815af2c3fd49a9a711b9c0e1724ec453874805,2014-08-14,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,not_recovered,10,CL062
V25R068,AIID011,AIID011,CL063,1,inherited incident_cluster_id; full relation basis not recoverable,Northpointe Risk Models,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-068,aiid_backup_20260720/incidents.csv + reports.csv,3508f46c8f66a0fbd2705e69e8334c841140f697a3a9e37193ebf8a051f51ff3,2016-05-23,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,11,CL063
V25R069,AIID012,AIID012,CL064,1,inherited incident_cluster_id; full relation basis not recoverable,Common Biases of Vector Embeddings,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-069,aiid_backup_20260720/incidents.csv + reports.csv,7aedd48c3e46372f16a6961e3b0afc2c0ff37768267138899fc4e2fa57575695,2016-07-21,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,12,CL064
V25R070,AIID014,AIID014,CL065,1,inherited incident_cluster_id; full relation basis not recoverable,Biased Sentiment Analysis,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-070,aiid_backup_20260720/incidents.csv + reports.csv,83a06085862f41e6e3091b3598c9e96b1f86457f2b977ca93eba48b7b6c56566,2017-10-26,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,14,CL065
V25R071,AIID015,AIID015,CL046,2,inherited incident_cluster_id; full relation basis not recoverable,Amazon Censors Gay Books,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-071,aiid_backup_20260720/incidents.csv + reports.csv,00bee16fd36e3d67008746b3f3426311e298dee50facfbddb74c5e0e15061deb,2008-05-23,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,15,CL046
V25R072,AIID016,AIID016,CL047,2,inherited incident_cluster_id; full relation basis not recoverable,Images of Black People Labeled as Gorillas,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-072,aiid_backup_20260720/incidents.csv + reports.csv,9ea64ce03fc3aefd75e1ab79056772111e431dfff73e73978cf5ef434395f427,2015-06-03,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,partial_support,16,CL047
V25R073,AIID020,AIID020,CL048,2,inherited incident_cluster_id; full relation basis not recoverable,A Collection of Tesla Autopilot-Involved Crashes,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-073,aiid_backup_20260720/incidents.csv + reports.csv,277843417fd60000aa18dc21d0ae9d53f45e27c213465465bbceb569b6b25fd6,2016-06-30,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,20,CL048
V25R074,AIID023,AIID023,CL066,1,inherited incident_cluster_id; full relation basis not recoverable,Las Vegas Self-Driving Bus Involved in Accident,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-074,aiid_backup_20260720/incidents.csv + reports.csv,04cd5acc66ad4880f2d05d2b841d0737e7574ac3c4434af581d323633ec5f723,2017-11-08,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,partial_support,23,CL066
V25R075,AIID024,AIID024,CL049,2,inherited incident_cluster_id; full relation basis not recoverable,Robot kills worker at German Volkswagen plant,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-075,aiid_backup_20260720/incidents.csv + reports.csv,95ce68e6fce5e3f9148abdc008bdd4612fead36334dd9ea1ce0598ea68a71fd9,2014-07-15,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,24,CL049
V25R076,AIID027,AIID027,CL067,1,inherited incident_cluster_id; full relation basis not recoverable,Nuclear False Alarm,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-076,aiid_backup_20260720/incidents.csv + reports.csv,f6e393006863b056607204cc07cf80670650455eabd402b7aafa687602d771ed,1983-09-26,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,partial_support,27,CL067
V25R077,AIID031,AIID031,CL068,1,inherited incident_cluster_id; full relation basis not recoverable,Driverless Train in Delhi Crashes due to Braking Failure,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-077,aiid_backup_20260720/incidents.csv + reports.csv,783b9a2bcada8cf3ff5bf2b96620deace0cd86bbb1ef9682073b84cf71d1964f,2017-12-03,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,31,CL068
V25R078,AIID037,AIID037,CL069,1,inherited incident_cluster_id; full relation basis not recoverable,Amazon’s Experimental Hiring Tool Allegedly Displayed Gender Bias in Candidate Rankings,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-078,aiid_backup_20260720/incidents.csv + reports.csv,6d141b2e57d9a3d73c72129c692e0e70593f36f50464f04c2e20f51ebfd5128e,2016-08-10,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,partial_support,37,CL069
V25R079,AIID046,AIID046,CL070,1,inherited incident_cluster_id; full relation basis not recoverable,Nest Smoke Alarm Erroneously Stops Alarming,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-079,aiid_backup_20260720/incidents.csv + reports.csv,e6ffe1ffd5b021f53815c6cc7da540e1ddf5a584a55f8821ce20ed197782627f,2014-01-21,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,partial_support,46,CL070
V25R080,AIID054,AIID054,CL071,1,inherited incident_cluster_id; full relation basis not recoverable,Predictive Policing Biases of PredPol,additional_non_overlapping_aiid,AIID,AIID_snapshot_20260720,non-overlapping AIID addition selected for domain diversity and source availability,registry_derived,rechecked_current,SRC-080,aiid_backup_20260720/incidents.csv + reports.csv,bc69a74f056c734a785ace2f12619265fb1b5749d7275c872d7994888cb07cb4,2015-11-18,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,54,CL071
V25R081,OECD01,OECD01,CL072,1,inherited incident_cluster_id; full relation basis not recoverable,Iranian Health Officials Warn of AI-Driven Digital Self-Medication Risks - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,rechecked_current,SRC-081,snapshots/OECD01_0d9dcc6afe67.txt,0d9dcc6afe671a1b7d2732c056a753b80687dbbb7e9ad602b900ddf71e1da6be,2026-08-14,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,2026-08-14-eb2b,CL072
V25R082,OECD02,OECD02,CL073,1,inherited incident_cluster_id; full relation basis not recoverable,AI-Generated Deepfake Video Targets Italian Political Leaders - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,rechecked_current,SRC-082,snapshots/OECD02_283ccdf59e19.txt,283ccdf59e19da9f6b700412bc27095fe5730a1fe7c0710ab9e210553c3563f1,2026-08-14,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,2026-08-14-1d36,CL073
V25R083,OECD03,OECD03,CL074,1,inherited incident_cluster_id; full relation basis not recoverable,Anthropic Raises AI Misalignment and Cybersecurity Risk in Latest Model Report - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,snapshot_retained,SRC-083,snapshots/OECD03_0583120507d6.txt,0583120507d66ad89d90b775ebf2ee4aa83f4e8fd987f0a599ee2502fa78c1bc,2026-08-14,2026-08-15,2026-08-28,HTTP_404,not_recovered,not_recovered,not_recovered,2026-08-14-45a1,CL074
V25R084,OECD04,OECD04,CL075,1,inherited incident_cluster_id; full relation basis not recoverable,ChatGPT Alerts Authorities to Suspected Child Harm Plot in Brazil - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,snapshot_retained,SRC-084,snapshots/OECD04_4d5e47edd7aa.txt,4d5e47edd7aa35fcd176f7e9727cf630558be08877b470eee6eae159e2d5792d,2026-08-14,2026-08-15,2026-08-28,HTTP_404,not_recovered,not_recovered,not_recovered,2026-08-14-f29a,CL075
V25R085,OECD05,OECD05,CL076,1,inherited incident_cluster_id; full relation basis not recoverable,Facial Recognition at Madison Square Garden Sparks Privacy Backlash and Legislative Action - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,snapshot_retained,SRC-085,snapshots/OECD05_2aab5fd83cab.txt,2aab5fd83cab6f8848cf6ef757dc500f497b1437ddec84500db60e442c8e063a,2026-08-14,2026-08-15,2026-08-28,HTTP_404,not_recovered,not_recovered,not_recovered,2026-08-14-196f,CL076
V25R086,OECD06,OECD06,CL077,1,inherited incident_cluster_id; full relation basis not recoverable,US AI Models Exhibit Censorship and Bias on Authoritarian Topics - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,rechecked_current,SRC-086,snapshots/OECD06_ef955d31184c.txt,ef955d31184c81895f9eb151c8daaac3160a21a5c755c31bf2aa21f7caae3271,2026-08-13,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,2026-08-13-49e4,CL077
V25R087,OECD07,OECD07,CL078,1,inherited incident_cluster_id; full relation basis not recoverable,Indian Teen Uses AI-Generated Images to Fake Kidnapping for Ransom - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,rechecked_current,SRC-087,snapshots/OECD07_d382e3b7ae30.txt,d382e3b7ae301ca01b445abc27a8e5a9cb322b709f8912e79e197fb82687b4ff,2026-08-13,2026-08-15,2026-08-28,HTTP_200,not_recovered,not_recovered,not_recovered,2026-08-13-3c91,CL078
V25R088,OECD08,OECD08,CL079,1,inherited incident_cluster_id; full relation basis not recoverable,North Korean IT Workers Use AI for Fraudulent Remote Employment in US and UK - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,snapshot_retained,SRC-088,snapshots/OECD08_a734cda6b78d.txt,a734cda6b78d9ad0af4045babcae6a6916bc32e5eeec6f66446c8d664d3d77d4,2026-08-13,2026-08-15,2026-08-28,HTTP_404,not_recovered,not_recovered,not_recovered,2026-08-13-a7c3,CL079
V25R089,OECD09,OECD09,CL080,1,inherited incident_cluster_id; full relation basis not recoverable,Plaintiff Sanctioned for Attempted AI Prompt Injection in Connecticut Court - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,snapshot_retained,SRC-089,snapshots/OECD09_b1b0b4201e1e.txt,b1b0b4201e1e91c57b8da6881ce5c4e21affee7473cc30783a93e563da706162,2026-08-13,2026-08-15,2026-08-28,HTTP_404,not_recovered,not_recovered,not_recovered,2026-08-13-e481,CL080
V25R090,OECD10,OECD10,CL081,1,inherited incident_cluster_id; full relation basis not recoverable,Uber and Hinomaru Kotsu Partner for Tokyo Robotaxi Pilot Using AI Technology - OECD.AI,oecd_aim_addition,OECD AIM,OECD_AIM_public_page,one of the 20 current OECD AIM public incident pages; selected to broaden sector coverage,registry_derived,snapshot_retained,SRC-090,snapshots/OECD10_b086bcc8376a.txt,b086bcc8376a6bc7ae909fa895fc2d803130aa55557010a8a3c729ea3e6df3e0,2026-08-13,2026-08-15,2026-08-28,HTTP_404,unclear,unclear,unclear,2026-08-13-9fdb,CL081
V25R091,DIR01,DIR01,CL082,1,inherited incident_cluster_id; full relation basis not recoverable,"Collision Between Vehicle Controlled by Developmental Automated Driving System and Pedestrian Tempe, Arizona March 18, 2018 Accident Report NTSB/HAR-19/03 PB2019-101402 National Transportation Safety Board NTSB/HAR-19/03 PB2019-101402 Notation 59392 Adopted November 19, 2019 Highway Accident Report ",official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-091,snapshots/DIR01_1a0bb130efd5.txt,1a0bb130efd50b994a4a20c00d3e35855cb885b37a5c972b365b21a485c43857,unknown,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,partial_support,[URL-REMOVED],CL082
V25R092,DIR02,DIR02,CL083,1,inherited incident_cluster_id; full relation basis not recoverable,"Collision Between a Sport Utility Vehicle Operating With Partial Driving Automation and a Crash Attenuator Mountain View, California March 23, 2018 Accident Report NTSB/HAR-20/01 PB2020-100112 National Transportation Safety Board NTSB/HAR-20/01 PB2020-100112 Notation 59775 Adopted February 25, 2020 ",official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-092,snapshots/DIR02_3784e2ed8219.txt,3784e2ed8219b52b9e397adba3dec69a7ee040208230581cec90de6ac24b694a,unknown,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,partial_support,[URL-REMOVED],CL083
V25R093,DIR03,DIR03,CL084,1,inherited incident_cluster_id; full relation basis not recoverable,ICO orders Serco Leisure to stop using facial recognition technology to monitor attendance of leisure centre employees | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-093,snapshots/DIR03_a2ca53cbbfd0.txt,a2ca53cbbfd0fb7782ed574dcd565183339e784a9b0d8426a4b9f765248d90ef,2024-02-01,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,partial_support,[URL-REMOVED],CL084
V25R094,DIR04,DIR04,CL085,1,inherited incident_cluster_id; full relation basis not recoverable,Essex school reprimanded after using facial recognition technology for canteen payments | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-094,snapshots/DIR04_4b782b963a5d.txt,4b782b963a5de2e8f009e88810f7c8937caf62852410fa0ea5f203bd36bbfa15,2024-07-01,2026-08-15,2026-08-28,HTTP_200,partial_support,not_recovered,partial_support,[URL-REMOVED],CL085
V25R095,DIR05,DIR05,CL086,1,inherited incident_cluster_id; full relation basis not recoverable,We warn organisations must not ignore data protection risks as we conclude Snap ‘My AI’ chatbot investigation | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-095,snapshots/DIR05_f2399acc20c7.txt,f2399acc20c711c6230ed83541d269ab4ea442166d32792edfcb83b595c54ceb,2024-05-01,2026-08-15,2026-08-28,HTTP_200,complete_support,partial_support,partial_support,[URL-REMOVED],CL086
V25R096,DIR06,DIR06,CL087,1,inherited incident_cluster_id; full relation basis not recoverable,ICO intervention into AI recruitment tools leads to better data protection for job seekers | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-096,snapshots/DIR06_d537523bcb07.txt,d537523bcb078b4f3382bb630c30dc95b0d9d042d713e49a809efa8ac02d42f2,2024-11-01,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,[URL-REMOVED],CL087
V25R097,DIR07,DIR07,CL088,1,inherited incident_cluster_id; full relation basis not recoverable,UK Upper Tribunal hands down judgment on Clearview AI Inc | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-097,snapshots/DIR07_94c2637e3d90.txt,94c2637e3d9005fde1d6b06112600a9a3698cdfe4f1e8bdfe3a4463f47dd796c,2025-10-01,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,partial_support,[URL-REMOVED],CL088
V25R098,DIR08,DIR08,CL089,1,inherited incident_cluster_id; full relation basis not recoverable,ICO steps up scrutiny of police use of facial recognition technology with audit of South Wales Police and Gwent Police | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-098,snapshots/DIR08_271dfbc8302d.txt,271dfbc8302da7a5729f452bfb019caf007446ba53c6c37cec355de8aff2ac06,2025-08-01,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,[URL-REMOVED],CL089
V25R099,DIR09,DIR09,CL090,1,inherited incident_cluster_id; full relation basis not recoverable,ICO statement in response to Meta's announcement on user data to train AI | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-099,snapshots/DIR09_4150369c6e94.txt,4150369c6e9479090fcc88cfb52a04ab7bc9c470ea7f270aaa42ef32b93470f3,2024-09-01,2026-08-15,2026-08-28,HTTP_200,partial_support,partial_support,not_recovered,[URL-REMOVED],CL090
V25R100,DIR10,DIR10,CL091,1,inherited incident_cluster_id; full relation basis not recoverable,International Data Protection Authorities issue joint statement on privacy risks of AI-generated imagery | ICO,official_or_regulatory_addition,direct,official_report_or_regulator_page,primary official report or regulator action selected to strengthen the direct-source stratum,regulatory_or_official,rechecked_current,SRC-100,snapshots/DIR10_8f71f5e15657.txt,8f71f5e15657fe7a25c69ccfc1c9ef361fa2de6e42aa5b471c005e4efa9d634e,2026-02-01,2026-08-15,2026-08-28,HTTP_200,unclear,unclear,unclear,[URL-REMOVED],CL091
