record_id,case_id,source_stratum,historical_selection_cohort,title,url_check_status,source_relationship,retained_material_primary_class,fields_with_incident_narrative,manual_adjudication,class_source_excerpt,class_evidence_excerpt_v25,class_reverification_excerpt,class_v29_exposure_excerpt,class_v29_follow_up_excerpt,class_v29_closure_excerpt,recorded_supported_components_of_14,recorded_evidence_excerpt_nonempty_of_14,reading_of_zero,non_recovery_cause_status
V25R078,AIID037,AIID,additional_non_overlapping_aiid,Amazon’s Experimental Hiring Tool Allegedly Displayed Gender Bias in Candidate Rankings,HTTP_200,registry_derived,incident_narrative,evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_follow_up_excerpt,not_adjudicated,non_incident_prose,incident_narrative,incident_fragments,incident_narrative,incident_narrative,non_incident_prose,8,8,n/a,
V25R079,AIID046,AIID,additional_non_overlapping_aiid,Nest Smoke Alarm Erroneously Stops Alarming,HTTP_200,registry_derived,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_fragments,incident_narrative,incident_narrative,incident_narrative,5,5,n/a,
V25R080,AIID054,AIID,additional_non_overlapping_aiid,Predictive Policing Biases of PredPol,HTTP_200,registry_derived,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_follow_up_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_fragments,non_incident_prose,incident_narrative,non_incident_prose,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R081,OECD01,OECD AIM,oecd_aim_addition,Iranian Health Officials Warn of AI-Driven Digital Self-Medication Risks - OECD.AI,HTTP_200,registry_derived,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt,no narrative - taxonomy (a) + Persian headline (b),incident_narrative,incident_narrative,incident_narrative,chrome_or_metadata_only,non_incident_prose,non_incident_prose,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R082,OECD02,OECD AIM,oecd_aim_addition,AI-Generated Deepfake Video Targets Italian Political Leaders - OECD.AI,HTTP_200,registry_derived,no_incident_narrative,none,no narrative - Italian headline (b) + taxonomy (a),non_incident_prose,non_incident_prose,non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R083,OECD03,OECD AIM,oecd_aim_addition,Anthropic Raises AI Misalignment and Cybersecurity Risk in Latest Model Report - OECD.AI,HTTP_404,registry_derived,no_incident_narrative,none,no narrative - taxonomy (a) + AIM site/disclaimer text,non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,chrome_or_metadata_only,site_disclaimer,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R084,OECD04,OECD AIM,oecd_aim_addition,ChatGPT Alerts Authorities to Suspected Child Harm Plot in Brazil - OECD.AI,HTTP_404,registry_derived,no_incident_narrative,none,"narrative (d) - OpenAI alerted authorities, arrest followed",non_incident_prose,non_incident_prose,non_incident_prose,non_incident_prose,non_incident_prose,non_incident_prose,0,0,not_recovered,indeterminate_from_retained_bundle
V25R085,OECD05,OECD AIM,oecd_aim_addition,Facial Recognition at Madison Square Garden Sparks Privacy Backlash and Legislative Action,HTTP_404,registry_derived,no_incident_narrative,none,"no narrative - taxonomy (a) only, all three fields",non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,chrome_or_metadata_only,chrome_or_metadata_only,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R086,OECD06,OECD AIM,oecd_aim_addition,US AI Models Exhibit Censorship and Bias on Authoritarian Topics - OECD.AI,HTTP_200,registry_derived,no_incident_narrative,none,no narrative - taxonomy (a) + Chinese headline (b),non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,non_incident_prose,non_incident_prose,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R087,OECD07,OECD AIM,oecd_aim_addition,Indian Teen Uses AI-Generated Images to Fake Kidnapping for Ransom - OECD.AI,HTTP_200,registry_derived,incident_narrative,v29_exposure_excerpt; v29_closure_excerpt,"no narrative - headlines (b) only, no article content",non_incident_prose,non_incident_prose,non_incident_prose,incident_narrative,chrome_or_metadata_only,incident_narrative,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R088,OECD08,OECD AIM,oecd_aim_addition,North Korean IT Workers Use AI for Fraudulent Remote Employment in US and UK - OECD.AI,HTTP_404,registry_derived,no_incident_narrative,none,"no narrative - taxonomy (a) only, all three fields",non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,chrome_or_metadata_only,chrome_or_metadata_only,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R089,OECD09,OECD AIM,oecd_aim_addition,Plaintiff Sanctioned for Attempted AI Prompt Injection in Connecticut Court - OECD.AI,HTTP_404,registry_derived,incident_narrative,v29_closure_excerpt,narrative (d) - court sanction described; CANDIDATE FALSE NEGATIVE,non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,chrome_or_metadata_only,incident_narrative,0,0,not_recovered,indeterminate_from_retained_bundle
V25R090,OECD10,OECD AIM,oecd_aim_addition,Uber and Hinomaru Kotsu Partner for Tokyo Robotaxi Pilot Using AI Technology - OECD.AI,HTTP_404,registry_derived,no_incident_narrative,none,no narrative - taxonomy (a) + hazard rationale (c),non_incident_prose,non_incident_prose,non_incident_prose,chrome_or_metadata_only,chrome_or_metadata_only,non_incident_prose,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
V25R091,DIR01,direct source,official_or_regulatory_addition,Collision Between Vehicle Controlled by Developmental Automated Driving System and Pedestr,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; v29_exposure_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,non_incident_prose,incident_narrative,incident_narrative,incident_narrative,9,9,n/a,
V25R092,DIR02,direct source,official_or_regulatory_addition,Collision Between a Sport Utility Vehicle Operating With Partial Driving Automation and a ,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; v29_exposure_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,non_incident_prose,incident_narrative,incident_narrative,incident_narrative,7,7,n/a,
V25R093,DIR03,direct source,official_or_regulatory_addition,ICO orders Serco Leisure to stop using facial recognition technology to monitor attendance,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,incident_fragments,incident_fragments,incident_fragments,6,6,n/a,
V25R094,DIR04,direct source,official_or_regulatory_addition,Essex school reprimanded after using facial recognition technology for canteen payments | ,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,incident_narrative,incident_narrative,incident_narrative,6,6,n/a,
V25R095,DIR05,direct source,official_or_regulatory_addition,We warn organisations must not ignore data protection risks as we conclude Snap ‘My AI’ ch,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,non_incident_prose,incident_fragments,incident_fragments,8,8,n/a,
V25R096,DIR06,direct source,official_or_regulatory_addition,ICO intervention into AI recruitment tools leads to better data protection for job seekers,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,incident_narrative,non_incident_prose,incident_narrative,3,3,n/a,
V25R097,DIR07,direct source,official_or_regulatory_addition,UK Upper Tribunal hands down judgment on Clearview AI Inc | ICO,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,non_incident_prose,incident_narrative,incident_narrative,8,8,n/a,
V25R098,DIR08,direct source,official_or_regulatory_addition,ICO steps up scrutiny of police use of facial recognition technology with audit of South W,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,non_incident_prose,non_incident_prose,incident_narrative,3,3,n/a,
V25R099,DIR09,direct source,official_or_regulatory_addition,ICO statement in response to Meta's announcement on user data to train AI | ICO,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_follow_up_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,incident_narrative,incident_narrative,non_incident_prose,3,3,n/a,
V25R100,DIR10,direct source,official_or_regulatory_addition,International Data Protection Authorities issue joint statement on privacy risks of AI-gen,HTTP_200,regulatory_or_official,incident_narrative,source_excerpt; evidence_excerpt_v25; reverification_excerpt; v29_exposure_excerpt; v29_follow_up_excerpt; v29_closure_excerpt,not_adjudicated,incident_narrative,incident_narrative,incident_narrative,incident_narrative,incident_narrative,incident_narrative,0,0,retained_material_insufficient,indeterminate_from_retained_bundle
